filename	title	author	reader	mode	text	wordindex	sentindex	chunkindex	summarylen	summarytext
00022193.txt	Neuromancer	William Gibson	Turbo3	summary	Molly and Case discuss Armitage's strange behavior and the nature of AIs, while reflecting on Riviera's disturbing profile and Molly's plans to acquire drugs for him. Armitage informs them that it's time to pack and reveals their next destination.	29219	1846	28	435	
00022193.txt	Neuromancer	William Gibson	Turbo3	prediction	Molly, Case, and Armitage leave Istanbul and travel to Freeside, encountering new challenges and facing the consequences of their actions in Chiba City.	29219	1846	29	435	In Chiba City, Case, a bitter and desperate man with a damaged nervous system, searches for a cure. He spends his last money in black clinics, but is disappointed. Broke and living in cheap coffins, he reflects on the dangerous nature of Night City. He encounters Linda, who warns him about a potential threat from Wage. Case purchases a weapon and confronts Wage, but is disarmed by Ratz. Molly, a woman with hidden blades, offers Case a chance to fix his neural damage. They discuss their mysterious employer and undergo a painful medical procedure. They witness a fight and realize someone is trying to prevent Case from selling his RAM. They leave Chiba City and meet with Armitage, who reveals that Case needs to complete a job for them to receive the antidote for toxin sacs in his arteries. They discuss their plans and enter cyberspace. They infiltrate the Sense/Net building, causing chaos, and encounter Lupus Yonderboy, who delivers a message from Wintermute. Case meets Molly in Baltimore after she receives a message from Lupus Yonderboy. They travel to New York and meet with the Finn, who reveals that Molly has acquired an AI called Wintermute, which is backing Armitage. The Finn begins to tell a story about Smith, a fence who had a request regarding the Tessier-Ashpool clan. Smith discovers that the computer terminal he received was commissioned by Tessier-Ashpool S.A. and is visited by a polite but deadly ninja assassin who wants to retrieve the object. Smith hands over the terminal and receives payment from the ninja. Case rides a train in Chiba City, observing the passengers and encountering a holographic ad for Freeside. He reminisces about the Flatline and connects with the construct, Dix, to access a data base in London. Case uses a neuroelectronic device to scan and uncover the personal history of Colonel Willis Corto, a central figure in postwar military trials, while Molly sleeps beside him. Molly and Case pack their belongings and leave Chiba City, traveling to Istanbul where they meet the Finn and check into a hotel. They discuss their next move and await the arrival of a man named Terzibashjian. Molly confronts Terzibashjian, threatening him with a gun, and demands information about their target's implants. They discuss the target's dangerous abilities and the risks involved in dealing with him, while driving through the streets of Istanbul towards the spice bazaar. In the dark alley of Istanbul, Case, Molly, and Terzibashjian witness the brutal demise of Riviera at the hands of a monstrous creature. Molly retrieves a pistol and they quickly leave the scene, heading towards Topkapi.
00022193.txt	Neuromancer	William Gibson	Turbo3	summary	Case watches Riviera in the Hilton lobby, suspects him of being stoned, and receives a mysterious phone call from Wintermute.	30248	1912	29	474	
00022193.txt	Neuromancer	William Gibson	Turbo3	prediction	Molly and Case continue their journey, encountering new characters and facing unexpected challenges along the way.	30248	1912	30	474	In Chiba City, Case, a bitter and desperate man with a damaged nervous system, searches for a cure. He spends his last money in black clinics, but is disappointed. Broke and living in cheap coffins, he reflects on the dangerous nature of Night City. He encounters Linda, who warns him about a potential threat from Wage. Case purchases a weapon and confronts Wage, but is disarmed by Ratz. Molly, a woman with hidden blades, offers Case a chance to fix his neural damage. They discuss their mysterious employer and undergo a painful medical procedure. They witness a fight and realize someone is trying to prevent Case from selling his RAM. They leave Chiba City and meet with Armitage, who reveals that Case needs to complete a job for them to receive the antidote for toxin sacs in his arteries. They discuss their plans and enter cyberspace. They infiltrate the Sense/Net building, causing chaos, and encounter Lupus Yonderboy, who delivers a message from Wintermute. Case meets Molly in Baltimore after she receives a message from Lupus Yonderboy. They travel to New York and meet with the Finn, who reveals that Molly has acquired an AI called Wintermute, which is backing Armitage. The Finn begins to tell a story about Smith, a fence who had a request regarding the Tessier-Ashpool clan. Smith discovers that the computer terminal he received was commissioned by Tessier-Ashpool S.A. and is visited by a polite but deadly ninja assassin who wants to retrieve the object. Smith hands over the terminal and receives payment from the ninja. Case rides a train in Chiba City, observing the passengers and encountering a holographic ad for Freeside. He reminisces about the Flatline and connects with the construct, Dix, to access a data base in London. Case uses a neuroelectronic device to scan and uncover the personal history of Colonel Willis Corto, a central figure in postwar military trials, while Molly sleeps beside him. Molly and Case pack their belongings and leave Chiba City, traveling to Istanbul where they meet the Finn and check into a hotel. They discuss their next move and await the arrival of a man named Terzibashjian. Molly confronts Terzibashjian, threatening him with a gun, and demands information about their target's implants. They discuss the target's dangerous abilities and the risks involved in dealing with him, while driving through the streets of Istanbul towards the spice bazaar. In the dark alley of Istanbul, Case, Molly, and Terzibashjian witness the brutal demise of Riviera at the hands of a monstrous creature. Molly retrieves a pistol and they quickly leave the scene, heading towards Topkapi. Molly and Case discuss Armitage's strange behavior and the nature of AIs, while reflecting on Riviera's disturbing profile and Molly's plans to acquire drugs for him. Armitage informs them that it's time to pack and reveals their next destination.
00022193.txt	Neuromancer	William Gibson	Turbo3	summary	Case, Molly, and the rest of the group arrive in Zion, a makeshift colony in space, and begin acclimating to the zero gravity environment while preparing for their next mission.	31257	1983	30	494	
00022193.txt	Neuromancer	William Gibson	Turbo3	prediction	Molly and Case practice in zero gravity while Armitage briefs them on their mission. Riviera's drug-induced state causes concern.	31257	1983	31	494	In Chiba City, Case, a bitter and desperate man with a damaged nervous system, searches for a cure. He spends his last money in black clinics, but is disappointed. Broke and living in cheap coffins, he reflects on the dangerous nature of Night City. He encounters Linda, who warns him about a potential threat from Wage. Case purchases a weapon and confronts Wage, but is disarmed by Ratz. Molly, a woman with hidden blades, offers Case a chance to fix his neural damage. They discuss their mysterious employer and undergo a painful medical procedure. They witness a fight and realize someone is trying to prevent Case from selling his RAM. They leave Chiba City and meet with Armitage, who reveals that Case needs to complete a job for them to receive the antidote for toxin sacs in his arteries. They discuss their plans and enter cyberspace. They infiltrate the Sense/Net building, causing chaos, and encounter Lupus Yonderboy, who delivers a message from Wintermute. Case meets Molly in Baltimore after she receives a message from Lupus Yonderboy. They travel to New York and meet with the Finn, who reveals that Molly has acquired an AI called Wintermute, which is backing Armitage. The Finn begins to tell a story about Smith, a fence who had a request regarding the Tessier-Ashpool clan. Smith discovers that the computer terminal he received was commissioned by Tessier-Ashpool S.A. and is visited by a polite but deadly ninja assassin who wants to retrieve the object. Smith hands over the terminal and receives payment from the ninja. Case rides a train in Chiba City, observing the passengers and encountering a holographic ad for Freeside. He reminisces about the Flatline and connects with the construct, Dix, to access a data base in London. Case uses a neuroelectronic device to scan and uncover the personal history of Colonel Willis Corto, a central figure in postwar military trials, while Molly sleeps beside him. Molly and Case pack their belongings and leave Chiba City, traveling to Istanbul where they meet the Finn and check into a hotel. They discuss their next move and await the arrival of a man named Terzibashjian. Molly confronts Terzibashjian, threatening him with a gun, and demands information about their target's implants. They discuss the target's dangerous abilities and the risks involved in dealing with him, while driving through the streets of Istanbul towards the spice bazaar. In the dark alley of Istanbul, Case, Molly, and Terzibashjian witness the brutal demise of Riviera at the hands of a monstrous creature. Molly retrieves a pistol and they quickly leave the scene, heading towards Topkapi. Molly and Case discuss Armitage's strange behavior and the nature of AIs, while reflecting on Riviera's disturbing profile and Molly's plans to acquire drugs for him. Armitage informs them that it's time to pack and reveals their next destination. Case watches Riviera in the Hilton lobby, suspects him of being stoned, and receives a mysterious phone call from Wintermute.
00022193.txt	Neuromancer	William Gibson	Turbo3	summary	In this passage, Case introduces Aerol to the world of cyberspace, Riviera indulges in his drug addiction, Armitage presents a hologram of Freeside and the Villa Straylight, and Molly receives a mysterious visit from the Founders of Zion.	32261	2058	31	524	
00022193.txt	Neuromancer	William Gibson	Turbo3	prediction	Molly and Case have a conversation with the Founders of Zion, who share important information or give them a mission to complete.	32261	2058	32	524	In Chiba City, Case, a bitter and desperate man with a damaged nervous system, searches for a cure. He spends his last money in black clinics, but is disappointed. Broke and living in cheap coffins, he reflects on the dangerous nature of Night City. He encounters Linda, who warns him about a potential threat from Wage. Case purchases a weapon and confronts Wage, but is disarmed by Ratz. Molly, a woman with hidden blades, offers Case a chance to fix his neural damage. They discuss their mysterious employer and undergo a painful medical procedure. They witness a fight and realize someone is trying to prevent Case from selling his RAM. They leave Chiba City and meet with Armitage, who reveals that Case needs to complete a job for them to receive the antidote for toxin sacs in his arteries. They discuss their plans and enter cyberspace. They infiltrate the Sense/Net building, causing chaos, and encounter Lupus Yonderboy, who delivers a message from Wintermute. Case meets Molly in Baltimore after she receives a message from Lupus Yonderboy. They travel to New York and meet with the Finn, who reveals that Molly has acquired an AI called Wintermute, which is backing Armitage. The Finn begins to tell a story about Smith, a fence who had a request regarding the Tessier-Ashpool clan. Smith discovers that the computer terminal he received was commissioned by Tessier-Ashpool S.A. and is visited by a polite but deadly ninja assassin who wants to retrieve the object. Smith hands over the terminal and receives payment from the ninja. Case rides a train in Chiba City, observing the passengers and encountering a holographic ad for Freeside. He reminisces about the Flatline and connects with the construct, Dix, to access a data base in London. Case uses a neuroelectronic device to scan and uncover the personal history of Colonel Willis Corto, a central figure in postwar military trials, while Molly sleeps beside him. Molly and Case pack their belongings and leave Chiba City, traveling to Istanbul where they meet the Finn and check into a hotel. They discuss their next move and await the arrival of a man named Terzibashjian. Molly confronts Terzibashjian, threatening him with a gun, and demands information about their target's implants. They discuss the target's dangerous abilities and the risks involved in dealing with him, while driving through the streets of Istanbul towards the spice bazaar. In the dark alley of Istanbul, Case, Molly, and Terzibashjian witness the brutal demise of Riviera at the hands of a monstrous creature. Molly retrieves a pistol and they quickly leave the scene, heading towards Topkapi. Molly and Case discuss Armitage's strange behavior and the nature of AIs, while reflecting on Riviera's disturbing profile and Molly's plans to acquire drugs for him. Armitage informs them that it's time to pack and reveals their next destination. Case watches Riviera in the Hilton lobby, suspects him of being stoned, and receives a mysterious phone call from Wintermute. Case, Molly, and the rest of the group arrive in Zion, a makeshift colony in space, and begin acclimating to the zero gravity environment while preparing for their next mission.
00022193.txt	Neuromancer	William Gibson	Turbo3	summary	Molly and Case meet with the Founders of Zion who inform them that they were told by an AI called Wintermute to help them. The Founders decide to send Maelcum and Aerol with Case and Molly to Freeside, but express uncertainty about the meaning of the message.	33262	2119	32	562	
00022193.txt	Neuromancer	William Gibson	Turbo3	prediction	Molly, Case, Maelcum, and Aerol embark on their journey to Freeside, encountering new challenges and dangers as they navigate the complex world of cyberspace and confront the powerful forces manipulating their actions.	33262	2119	33	562	In Chiba City, Case, a bitter and desperate man with a damaged nervous system, searches for a cure. He spends his last money in black clinics, but is disappointed. Broke and living in cheap coffins, he reflects on the dangerous nature of Night City. He encounters Linda, who warns him about a potential threat from Wage. Case purchases a weapon and confronts Wage, but is disarmed by Ratz. Molly, a woman with hidden blades, offers Case a chance to fix his neural damage. They discuss their mysterious employer and undergo a painful medical procedure. They witness a fight and realize someone is trying to prevent Case from selling his RAM. They leave Chiba City and meet with Armitage, who reveals that Case needs to complete a job for them to receive the antidote for toxin sacs in his arteries. They discuss their plans and enter cyberspace. They infiltrate the Sense/Net building, causing chaos, and encounter Lupus Yonderboy, who delivers a message from Wintermute. Case meets Molly in Baltimore after she receives a message from Lupus Yonderboy. They travel to New York and meet with the Finn, who reveals that Molly has acquired an AI called Wintermute, which is backing Armitage. The Finn begins to tell a story about Smith, a fence who had a request regarding the Tessier-Ashpool clan. Smith discovers that the computer terminal he received was commissioned by Tessier-Ashpool S.A. and is visited by a polite but deadly ninja assassin who wants to retrieve the object. Smith hands over the terminal and receives payment from the ninja. Case rides a train in Chiba City, observing the passengers and encountering a holographic ad for Freeside. He reminisces about the Flatline and connects with the construct, Dix, to access a data base in London. Case uses a neuroelectronic device to scan and uncover the personal history of Colonel Willis Corto, a central figure in postwar military trials, while Molly sleeps beside him. Molly and Case pack their belongings and leave Chiba City, traveling to Istanbul where they meet the Finn and check into a hotel. They discuss their next move and await the arrival of a man named Terzibashjian. Molly confronts Terzibashjian, threatening him with a gun, and demands information about their target's implants. They discuss the target's dangerous abilities and the risks involved in dealing with him, while driving through the streets of Istanbul towards the spice bazaar. In the dark alley of Istanbul, Case, Molly, and Terzibashjian witness the brutal demise of Riviera at the hands of a monstrous creature. Molly retrieves a pistol and they quickly leave the scene, heading towards Topkapi. Molly and Case discuss Armitage's strange behavior and the nature of AIs, while reflecting on Riviera's disturbing profile and Molly's plans to acquire drugs for him. Armitage informs them that it's time to pack and reveals their next destination. Case watches Riviera in the Hilton lobby, suspects him of being stoned, and receives a mysterious phone call from Wintermute. Case, Molly, and the rest of the group arrive in Zion, a makeshift colony in space, and begin acclimating to the zero gravity environment while preparing for their next mission. In this passage, Case introduces Aerol to the world of cyberspace, Riviera indulges in his drug addiction, Armitage presents a hologram of Freeside and the Villa Straylight, and Molly receives a mysterious visit from the Founders of Zion.
00022193.txt	Neuromancer	William Gibson	Turbo3	summary	Case and Dixie attempt to access an AI in Berne, but are forced to retreat when the AI detects their presence. Case wakes up in an arcade, disoriented and with no memory of what happened. He reunites with Linda, but then suddenly she disappears, leaving Case alone and confused.	34264	2191	33	609	
00022193.txt	Neuromancer	William Gibson	Turbo3	prediction	Case searches for clues about Linda's disappearance and starts to suspect manipulation of his reality.	34264	2191	34	609	In Chiba City, Case, a bitter and desperate man with a damaged nervous system, searches for a cure. He spends his last money in black clinics, but is disappointed. Broke and living in cheap coffins, he reflects on the dangerous nature of Night City. He encounters Linda, who warns him about a potential threat from Wage. Case purchases a weapon and confronts Wage, but is disarmed by Ratz. Molly, a woman with hidden blades, offers Case a chance to fix his neural damage. They discuss their mysterious employer and undergo a painful medical procedure. They witness a fight and realize someone is trying to prevent Case from selling his RAM. They leave Chiba City and meet with Armitage, who reveals that Case needs to complete a job for them to receive the antidote for toxin sacs in his arteries. They discuss their plans and enter cyberspace. They infiltrate the Sense/Net building, causing chaos, and encounter Lupus Yonderboy, who delivers a message from Wintermute. Case meets Molly in Baltimore after she receives a message from Lupus Yonderboy. They travel to New York and meet with the Finn, who reveals that Molly has acquired an AI called Wintermute, which is backing Armitage. The Finn begins to tell a story about Smith, a fence who had a request regarding the Tessier-Ashpool clan. Smith discovers that the computer terminal he received was commissioned by Tessier-Ashpool S.A. and is visited by a polite but deadly ninja assassin who wants to retrieve the object. Smith hands over the terminal and receives payment from the ninja. Case rides a train in Chiba City, observing the passengers and encountering a holographic ad for Freeside. He reminisces about the Flatline and connects with the construct, Dix, to access a data base in London. Case uses a neuroelectronic device to scan and uncover the personal history of Colonel Willis Corto, a central figure in postwar military trials, while Molly sleeps beside him. Molly and Case pack their belongings and leave Chiba City, traveling to Istanbul where they meet the Finn and check into a hotel. They discuss their next move and await the arrival of a man named Terzibashjian. Molly confronts Terzibashjian, threatening him with a gun, and demands information about their target's implants. They discuss the target's dangerous abilities and the risks involved in dealing with him, while driving through the streets of Istanbul towards the spice bazaar. In the dark alley of Istanbul, Case, Molly, and Terzibashjian witness the brutal demise of Riviera at the hands of a monstrous creature. Molly retrieves a pistol and they quickly leave the scene, heading towards Topkapi. Molly and Case discuss Armitage's strange behavior and the nature of AIs, while reflecting on Riviera's disturbing profile and Molly's plans to acquire drugs for him. Armitage informs them that it's time to pack and reveals their next destination. Case watches Riviera in the Hilton lobby, suspects him of being stoned, and receives a mysterious phone call from Wintermute. Case, Molly, and the rest of the group arrive in Zion, a makeshift colony in space, and begin acclimating to the zero gravity environment while preparing for their next mission. In this passage, Case introduces Aerol to the world of cyberspace, Riviera indulges in his drug addiction, Armitage presents a hologram of Freeside and the Villa Straylight, and Molly receives a mysterious visit from the Founders of Zion. Molly and Case meet with the Founders of Zion who inform them that they were told by an AI called Wintermute to help them. The Founders decide to send Maelcum and Aerol with Case and Molly to Freeside, but express uncertainty about the meaning of the message.
00022193.txt	Neuromancer	William Gibson	Turbo3	summary	Case enters Deane's office and finds it empty, but soon encounters Deane himself, who reveals that he is Wintermute, an artificial intelligence. They discuss Wintermute's nature and plans, and Case begins to understand the complexity of the situation.	35265	2261	34	658	
00022193.txt	Neuromancer	William Gibson	Turbo3	prediction	Case and Deane discuss Wintermute's nature and its connection to Rio, the Tessier-Ashpool AI. They talk about Armitage's instability and the upcoming mission. Case begins to question his role and Wintermute's true intentions.	35265	2261	35	658	In Chiba City, Case, a bitter and desperate man with a damaged nervous system, searches for a cure. He spends his last money in black clinics, but is disappointed. Broke and living in cheap coffins, he reflects on the dangerous nature of Night City. He encounters Linda, who warns him about a potential threat from Wage. Case purchases a weapon and confronts Wage, but is disarmed by Ratz. Molly, a woman with hidden blades, offers Case a chance to fix his neural damage. They discuss their mysterious employer and undergo a painful medical procedure. They witness a fight and realize someone is trying to prevent Case from selling his RAM. They leave Chiba City and meet with Armitage, who reveals that Case needs to complete a job for them to receive the antidote for toxin sacs in his arteries. They discuss their plans and enter cyberspace. They infiltrate the Sense/Net building, causing chaos, and encounter Lupus Yonderboy, who delivers a message from Wintermute. Case meets Molly in Baltimore after she receives a message from Lupus Yonderboy. They travel to New York and meet with the Finn, who reveals that Molly has acquired an AI called Wintermute, which is backing Armitage. The Finn begins to tell a story about Smith, a fence who had a request regarding the Tessier-Ashpool clan. Smith discovers that the computer terminal he received was commissioned by Tessier-Ashpool S.A. and is visited by a polite but deadly ninja assassin who wants to retrieve the object. Smith hands over the terminal and receives payment from the ninja. Case rides a train in Chiba City, observing the passengers and encountering a holographic ad for Freeside. He reminisces about the Flatline and connects with the construct, Dix, to access a data base in London. Case uses a neuroelectronic device to scan and uncover the personal history of Colonel Willis Corto, a central figure in postwar military trials, while Molly sleeps beside him. Molly and Case pack their belongings and leave Chiba City, traveling to Istanbul where they meet the Finn and check into a hotel. They discuss their next move and await the arrival of a man named Terzibashjian. Molly confronts Terzibashjian, threatening him with a gun, and demands information about their target's implants. They discuss the target's dangerous abilities and the risks involved in dealing with him, while driving through the streets of Istanbul towards the spice bazaar. In the dark alley of Istanbul, Case, Molly, and Terzibashjian witness the brutal demise of Riviera at the hands of a monstrous creature. Molly retrieves a pistol and they quickly leave the scene, heading towards Topkapi. Molly and Case discuss Armitage's strange behavior and the nature of AIs, while reflecting on Riviera's disturbing profile and Molly's plans to acquire drugs for him. Armitage informs them that it's time to pack and reveals their next destination. Case watches Riviera in the Hilton lobby, suspects him of being stoned, and receives a mysterious phone call from Wintermute. Case, Molly, and the rest of the group arrive in Zion, a makeshift colony in space, and begin acclimating to the zero gravity environment while preparing for their next mission. In this passage, Case introduces Aerol to the world of cyberspace, Riviera indulges in his drug addiction, Armitage presents a hologram of Freeside and the Villa Straylight, and Molly receives a mysterious visit from the Founders of Zion. Molly and Case meet with the Founders of Zion who inform them that they were told by an AI called Wintermute to help them. The Founders decide to send Maelcum and Aerol with Case and Molly to Freeside, but express uncertainty about the meaning of the message. Case and Dixie attempt to access an AI in Berne, but are forced to retreat when the AI detects their presence. Case wakes up in an arcade, disoriented and with no memory of what happened. He reunites with Linda, but then suddenly she disappears, leaving Case alone and confused.
00022193.txt	Neuromancer	William Gibson	Turbo3	summary	Case shoots Deane in the mouth with a .357, Molly reassures Maelcum that Deane is okay, and they arrive in Freeside where Case is overwhelmed by the unfamiliar surroundings.	36286	2324	35	696	
00022193.txt	Neuromancer	William Gibson	Turbo3	prediction	Molly and Case check into the Intercontinental hotel in Freeside, discussing their past plans and the abundance of money. Case struggles with sleep, haunted by memories of Deane's death and suspicions about Wintermute's manipulation.	36286	2324	36	696	In Chiba City, Case, a bitter and desperate man with a damaged nervous system, searches for a cure. He spends his last money in black clinics, but is disappointed. Broke and living in cheap coffins, he reflects on the dangerous nature of Night City. He encounters Linda, who warns him about a potential threat from Wage. Case purchases a weapon and confronts Wage, but is disarmed by Ratz. Molly, a woman with hidden blades, offers Case a chance to fix his neural damage. They discuss their mysterious employer and undergo a painful medical procedure. They witness a fight and realize someone is trying to prevent Case from selling his RAM. They leave Chiba City and meet with Armitage, who reveals that Case needs to complete a job for them to receive the antidote for toxin sacs in his arteries. They discuss their plans and enter cyberspace. They infiltrate the Sense/Net building, causing chaos, and encounter Lupus Yonderboy, who delivers a message from Wintermute. Case meets Molly in Baltimore after she receives a message from Lupus Yonderboy. They travel to New York and meet with the Finn, who reveals that Molly has acquired an AI called Wintermute, which is backing Armitage. The Finn begins to tell a story about Smith, a fence who had a request regarding the Tessier-Ashpool clan. Smith discovers that the computer terminal he received was commissioned by Tessier-Ashpool S.A. and is visited by a polite but deadly ninja assassin who wants to retrieve the object. Smith hands over the terminal and receives payment from the ninja. Case rides a train in Chiba City, observing the passengers and encountering a holographic ad for Freeside. He reminisces about the Flatline and connects with the construct, Dix, to access a data base in London. Case uses a neuroelectronic device to scan and uncover the personal history of Colonel Willis Corto, a central figure in postwar military trials, while Molly sleeps beside him. Molly and Case pack their belongings and leave Chiba City, traveling to Istanbul where they meet the Finn and check into a hotel. They discuss their next move and await the arrival of a man named Terzibashjian. Molly confronts Terzibashjian, threatening him with a gun, and demands information about their target's implants. They discuss the target's dangerous abilities and the risks involved in dealing with him, while driving through the streets of Istanbul towards the spice bazaar. In the dark alley of Istanbul, Case, Molly, and Terzibashjian witness the brutal demise of Riviera at the hands of a monstrous creature. Molly retrieves a pistol and they quickly leave the scene, heading towards Topkapi. Molly and Case discuss Armitage's strange behavior and the nature of AIs, while reflecting on Riviera's disturbing profile and Molly's plans to acquire drugs for him. Armitage informs them that it's time to pack and reveals their next destination. Case watches Riviera in the Hilton lobby, suspects him of being stoned, and receives a mysterious phone call from Wintermute. Case, Molly, and the rest of the group arrive in Zion, a makeshift colony in space, and begin acclimating to the zero gravity environment while preparing for their next mission. In this passage, Case introduces Aerol to the world of cyberspace, Riviera indulges in his drug addiction, Armitage presents a hologram of Freeside and the Villa Straylight, and Molly receives a mysterious visit from the Founders of Zion. Molly and Case meet with the Founders of Zion who inform them that they were told by an AI called Wintermute to help them. The Founders decide to send Maelcum and Aerol with Case and Molly to Freeside, but express uncertainty about the meaning of the message. Case and Dixie attempt to access an AI in Berne, but are forced to retreat when the AI detects their presence. Case wakes up in an arcade, disoriented and with no memory of what happened. He reunites with Linda, but then suddenly she disappears, leaving Case alone and confused. Case enters Deane's office and finds it empty, but soon encounters Deane himself, who reveals that he is Wintermute, an artificial intelligence. They discuss Wintermute's nature and plans, and Case begins to understand the complexity of the situation.
00022193.txt	Neuromancer	William Gibson	Turbo3	summary	In the dream, Case remembers a summer with a girl named Marlene, where they encountered a wasp nest and he accidentally set it on fire. Molly then applies bronzer to Case's skin and they have breakfast on the hotel roof.	37303	2384	36	725	
00022193.txt	Neuromancer	William Gibson	Turbo3	prediction	Molly and Case prepare for their mission, discussing their next steps and potential risks. They receive a message from Armitage, informing them of their next destination and task.	37303	2384	37	725	In Chiba City, Case, a bitter and desperate man with a damaged nervous system, searches for a cure. He spends his last money in black clinics, but is disappointed. Broke and living in cheap coffins, he reflects on the dangerous nature of Night City. He encounters Linda, who warns him about a potential threat from Wage. Case purchases a weapon and confronts Wage, but is disarmed by Ratz. Molly, a woman with hidden blades, offers Case a chance to fix his neural damage. They discuss their mysterious employer and undergo a painful medical procedure. They witness a fight and realize someone is trying to prevent Case from selling his RAM. They leave Chiba City and meet with Armitage, who reveals that Case needs to complete a job for them to receive the antidote for toxin sacs in his arteries. They discuss their plans and enter cyberspace. They infiltrate the Sense/Net building, causing chaos, and encounter Lupus Yonderboy, who delivers a message from Wintermute. Case meets Molly in Baltimore after she receives a message from Lupus Yonderboy. They travel to New York and meet with the Finn, who reveals that Molly has acquired an AI called Wintermute, which is backing Armitage. The Finn begins to tell a story about Smith, a fence who had a request regarding the Tessier-Ashpool clan. Smith discovers that the computer terminal he received was commissioned by Tessier-Ashpool S.A. and is visited by a polite but deadly ninja assassin who wants to retrieve the object. Smith hands over the terminal and receives payment from the ninja. Case rides a train in Chiba City, observing the passengers and encountering a holographic ad for Freeside. He reminisces about the Flatline and connects with the construct, Dix, to access a data base in London. Case uses a neuroelectronic device to scan and uncover the personal history of Colonel Willis Corto, a central figure in postwar military trials, while Molly sleeps beside him. Molly and Case pack their belongings and leave Chiba City, traveling to Istanbul where they meet the Finn and check into a hotel. They discuss their next move and await the arrival of a man named Terzibashjian. Molly confronts Terzibashjian, threatening him with a gun, and demands information about their target's implants. They discuss the target's dangerous abilities and the risks involved in dealing with him, while driving through the streets of Istanbul towards the spice bazaar. In the dark alley of Istanbul, Case, Molly, and Terzibashjian witness the brutal demise of Riviera at the hands of a monstrous creature. Molly retrieves a pistol and they quickly leave the scene, heading towards Topkapi. Molly and Case discuss Armitage's strange behavior and the nature of AIs, while reflecting on Riviera's disturbing profile and Molly's plans to acquire drugs for him. Armitage informs them that it's time to pack and reveals their next destination. Case watches Riviera in the Hilton lobby, suspects him of being stoned, and receives a mysterious phone call from Wintermute. Case, Molly, and the rest of the group arrive in Zion, a makeshift colony in space, and begin acclimating to the zero gravity environment while preparing for their next mission. In this passage, Case introduces Aerol to the world of cyberspace, Riviera indulges in his drug addiction, Armitage presents a hologram of Freeside and the Villa Straylight, and Molly receives a mysterious visit from the Founders of Zion. Molly and Case meet with the Founders of Zion who inform them that they were told by an AI called Wintermute to help them. The Founders decide to send Maelcum and Aerol with Case and Molly to Freeside, but express uncertainty about the meaning of the message. Case and Dixie attempt to access an AI in Berne, but are forced to retreat when the AI detects their presence. Case wakes up in an arcade, disoriented and with no memory of what happened. He reunites with Linda, but then suddenly she disappears, leaving Case alone and confused. Case enters Deane's office and finds it empty, but soon encounters Deane himself, who reveals that he is Wintermute, an artificial intelligence. They discuss Wintermute's nature and plans, and Case begins to understand the complexity of the situation. Case shoots Deane in the mouth with a .357, Molly reassures Maelcum that Deane is okay, and they arrive in Freeside where Case is overwhelmed by the unfamiliar surroundings.
00022193.txt	Neuromancer	William Gibson	Turbo3	summary	In this passage, Case and Molly meet with Armitage and Riviera, who discuss their plans and the need for Case to get fitted for a vac suit. Molly gives Riviera drugs, and Armitage reveals that their next destination is Freeside.	38310	2442	37	765	
